"ONTOLOGY","ID","Description","p.adjust","geneID","dbPEC"
"BP","GO:0010389","regulation of G2/M transition of mitotic cell cycle",8.17231882841956e-06,"TUBA4A/TUBA1A/BRCA1/DYNLL1/HSP90AA1/PBX1/PSMC6/CKAP5/PCM1/SMARCD3/PSMB4/DCTN2/AKAP9/APP/CDK5RAP2/DCTN1/MECP2/NEK2/PLK1/PRKACA/PSMD4/RBX1/SKP1/TUBB/TUBG1/YWHAG/CCNB1/CHMP4C/DYNC1I2/PSMA5/PSMB1/PSMB7/SFI1","No"
"BP","GO:0042220","response to cocaine",8.54298267095436e-06,"OPRK1/PTK2B/DRD1/CDK5/FADD/HOMER1/MDM2/UBE3A/DRD3/DRD5/HTR1B/HTR3A/OPRM1/SLC6A3/SMPD1","Yes"
"BP","GO:0006942","regulation of striated muscle contraction",8.82436685837978e-06,"CALM1/JUP/CAV1/BIN1/ATP1B1/PIK3CG/DLG1/ANK2/AKAP9/DMD/FLNA/GATA4/HDAC4/PRKACA/SLC8A1/SUMO1/ADRA1B/KCNQ1/MYL2/NOS1AP/SLC8A3/TNNI1","Yes"
"BP","GO:0017156","calcium ion regulated exocytosis",8.83647558537958e-06,"SYT1/STX1A/PFN2/SYT7/DRD1/RAPGEF4/GIPC1/ARF1/CAMK2A/CDK5/CHRNA4/GIT1/GNAI2/GSK3B/NAPA/PRKCB/PRKCG/RAP1A/SNAP25/STX3/STXBP1/SYT4/CACNA1D/CDK5R2/HTR1B/RIMS2","No"
"BP","GO:0048015","phosphatidylinositol-mediated signaling",8.89982699888989e-06,"PIK3CB/PIP5K1B/EZR/CD28/F2RL1/PDGFRA/PLXNB1/PIK3CG/ERBB3/NEDD4/JAK2/TYRO3/PIP4K2B/FYN/IGF1R/NTF3/NTRK1/PIP4K2A/PIP4K2C/PTK2/PTPN6/SRC/UBE3A/CSF1R/EPOR/FSHR/NF1/PTAFR/SEMA4D/SOX9","Yes"
"CC","GO:0000790","nuclear chromatin",9.57960951799876e-06,"TRIM24/TCF7L2/SPI1/PLCB1/MTA1/TCF4/TRRAP/CEBPB/HIST3H3/CREB1/POGZ/CREBBP/SATB1/SMARCA4/EZH2/SMARCD3/TBP/PHF10/CHD3/CSNK2A1/DVL3/HDAC1/KAT2A/MYC/NCOA1/NCOR1/PAX6/RING1/SMAD3/SMARCC1/SRF/ASH2L/CENPB/CHAF1B/DFFA/GATAD2A/H3F3B/HIST1H1B/ING2/MSH6/MYOD1/STAT1/STAT6/TCF12/THRB","Yes"
"MF","GO:0042277","peptide binding",9.62856954899723e-06,"MME/APBB2/FURIN/PRLR/HSPG2/CALCR/ITGA2/LRP1/TLR6/LBP/PEX5/CLTA/CACNA1A/GRIA4/IGF1R/INSR/KPNA2/MAPK8IP2/RAMP3/ADCYAP1R1/AVPR1A/BRAP/EPHA4/FZD5/GALR1/GHRHR/GPR37/GSTM4/HCRTR2/ITM2B/ITM2C/LILRB2/MC3R/NPR1/PEX7/PTH1R/SCTR/SORL1","Yes"
"BP","GO:0048608","reproductive structure development",9.9185800583961e-06,"MME/STC2/PDGFRA/UBB/KITLG/BMPR2/GATA1/CRKL/DLG1/HOXA11/INHBB/STK11/MERTK/TYRO3/WNT4/CEBPB/BIRC2/ARNT/MDFI/ARRB1/EIF2S2/FLNA/GATA4/INSR/MAP2K1/NCOA1/NR5A1/NTRK1/PKD1/PLCD1/PTK2/SMARCC1/SOX8/SRC/UBE3A/AMHR2/ARID4A/BCL2L11/BIRC6/CASP2/EPOR/FGFR2/FSHR/FZD5/GLI1/H3F3B/ING2/LHCGR/PRDM1/PTPRN/ROR2/SALL1/SENP2/SOX9/STK3/WNT7B/WT1/ZFPM2","Yes"
"BP","GO:0006367","transcription initiation from RNA polymerase II promoter",9.9655254193985e-06,"TCF4/CDK9/HMGB1/HNF4A/CREB1/ATF7IP/CREBBP/TBP/E2F2/E2F3/ERCC3/GTF2E2/GTF2F1/HNF1A/MECP2/MED17/MED25/MED8/NOTCH1/NR5A1/POLR2A/RXRB/SRF/CCNB1/CCNC/NR2E3/POLR2D/POLR2E/POLR2G/SOX9/TEAD4/THRB","Yes"
"BP","GO:2000027","regulation of animal organ morphogenesis",1.00117850303457e-05,"FZD7/BMPR2/CLTC/WNT1/HOXA11/FZD1/PSMC6/WNT4/DVL2/CELSR3/PSMB4/ABL1/DVL3/MLLT3/MSX1/MYC/NOTCH1/PFN1/PSMD4/SMURF2/SOX8/CELSR1/FGFR2/FZD5/FZD6/GLI1/MAGED1/PAX2/PSMA5/PSMB1/PSMB7/ROBO1/ROR2/SIX1/SIX2/SOX9/STAT1/THRB/VANGL1/WT1","Yes"
"BP","GO:0051017","actin filament bundle assembly",1.00120886795127e-05,"EZR/AIF1/PTK2B/SORBS3/PFN2/ACTN1/PXN/WNT4/NF2/ABL1/ARRB1/EPS8/FLNA/PAK1/PFN1/RDX/ROCK1/S1PR1/SHANK1/SMAD3/SRC/SRF/INPP5K/ITGB1BP1/LPAR1/PHACTR1/WASF2","Yes"
"BP","GO:1903305","regulation of regulated secretory pathway",1.00120886795127e-05,"F2RL1/SYT1/STX1A/PFN2/SYT7/DRD1/GIPC1/ARF1/BCR/CAMK2A/CDK5/CHRNA4/GIT1/GNAI2/GSK3B/PDPK1/PRKCB/PRKCG/RAP1A/SNX4/STXBP1/SYT4/AP1G1/CACNA1D/CDK5R2/HTR1B/PTAFR","No"
"MF","GO:0003682","chromatin binding",1.00500307205554e-05,"TRIM24/NCOA2/FLI1/CLOCK/GATA1/MEIS1/PRKAA2/CCNT2/MEF2C/MTA1/CDK9/CEBPB/RBL1/POLD1/CREBBP/SATB1/SMARCA4/EZH2/SMARCD3/SOX10/CSNK2B/GTF2F1/HDAC1/HDAC4/KAT2A/MEOX1/MLLT3/NCOA1/NR5A1/NUDT21/PAX6/POLR2A/PRKCB/RBL2/RING1/SAFB/SMAD3/SMAD6/SMARCC1/SRF/TRIM37/ASH2L/CENPB/CHAF1B/GLI1/H3F3B/HIST1H1B/ING2/MITF/MSH6/MYOD1/NCOA5/NONO/PRDM1/RERE/SETD7/SIX1/SOX9/STAT1/TFAM/TFAP2B/THRB","Yes"
"BP","GO:0007548","sex differentiation",1.02181958235841e-05,"PDGFRA/UBB/KITLG/GATA1/CRKL/PBX1/HOXA11/INHBB/MERTK/TYRO3/WNT4/CEBPB/HNF4A/ARRB1/EIF2S2/FLNA/GATA4/INSR/NCOA1/NR5A1/NTRK1/PKD1/SMAD5/SOX8/SRC/UBE3A/ADCYAP1R1/AMHR2/ARID4A/BCL2L11/CASP2/CNTFR/FSHR/H3F3B/ING2/LHCGR/PTPRN/ROR2/SALL1/SOX9/WT1/ZFPM2","Yes"
"BP","GO:0097305","response to alcohol",1.03778450984606e-05,"OPRK1/JUP/PRKCE/SPI1/PTGER2/PTK2B/PRKAA2/BRCA1/GNAI1/GNB1/BIRC2/AKAP8/ACTR2/TRH/CCL21/EIF4EBP1/EPS8/FYN/RGS19/XRN1/ADCYAP1R1/APOBEC1/AVPR1A/CCL19/CD27/DMAP1/FGFR2/GLB1/GLRA2/HTR1B/HTR3A/KCNMB1/LRP8/MGMT/OPRM1/POLB/SETD7/SLC6A3","Yes"
"BP","GO:0090257","regulation of muscle system process",1.0955669996722e-05,"CALM1/AIF1/JUP/CAV1/BIN1/ATP1B1/PRKG1/PIK3CG/ADRA2C/DLG1/ITGA2/CDK9/ANK2/AKAP9/DMD/FLNA/GATA4/HDAC4/NOTCH1/PAK1/PIN1/PRKACA/PTK2/ROCK1/SLC8A1/SMAD3/SRF/SUMO1/TNNT1/TRPC3/ADRA1B/ADRA2B/KCNQ1/MYL2/NOS1AP/PTAFR/SLC8A3/TACR2/TNNI1/TRIM63","Yes"
"BP","GO:0061387","regulation of extent of cell growth",1.12315198374704e-05,"BMPR2/TNFRSF12A/LRP1/RTN4R/NDEL1/ABL1/CDK5/DISC1/DPYSL2/GSK3B/MACF1/MAP1B/PAK1/SRF/GOLGA4/PLXNA3/RND2/RTN4/SEMA4D/TRPC5/TWF2","No"
"BP","GO:0061572","actin filament bundle organization",1.14772961888921e-05,"EZR/AIF1/PTK2B/SORBS3/PFN2/ACTN1/PXN/WNT4/NF2/ABL1/ARRB1/EPS8/FLNA/PAK1/PFN1/RDX/ROCK1/S1PR1/SHANK1/SMAD3/SRC/SRF/INPP5K/ITGB1BP1/LPAR1/PHACTR1/WASF2","Yes"
"BP","GO:0032869","cellular response to insulin stimulus",1.16286847296991e-05,"PRKCZ/PTPRE/INHBB/GKAP1/MYO5A/NCK1/NDEL1/SHC1/APPL1/BCAR1/EIF4EBP1/GNAI2/IGF1R/INSR/PAK1/PDPK1/PRKCB/PRKCQ/RAB8A/SMARCC1/SOS1/SRC/YWHAG/APOBEC1/ATP6V1E1/CAV2/GHRHR/INPP5K/NCOA5/PTPRA/RAB31/RHOQ/STAT1/WDTC1","Yes"
"BP","GO:0042113","B cell activation",1.17019214320974e-05,"CD28/IL27RA/HHEX/KLF6/VAV3/PTK2B/PLCG2/MEF2C/TNIP2/CD81/TNFRSF13C/ABL1/BTK/CHRNA4/EXOSC6/FZD9/HDAC4/ID2/JAK3/NTRK1/PRKCB/PTPN6/PTPRC/TNFRSF4/CD27/CXCR5/IKZF3/IL7R/LYL1/MS4A1/MSH6/ONECUT1/POU2F2/PTPRJ/STAT6/TNFRSF21","Yes"
"BP","GO:0061458","reproductive system development",1.20609880883908e-05,"MME/STC2/PDGFRA/UBB/KITLG/BMPR2/GATA1/CRKL/DLG1/HOXA11/INHBB/STK11/MERTK/TYRO3/WNT4/CEBPB/BIRC2/ARNT/MDFI/ARRB1/EIF2S2/FLNA/GATA4/INSR/MAP2K1/NCOA1/NR5A1/NTRK1/PKD1/PLCD1/PTK2/SMARCC1/SOX8/SRC/UBE3A/AMHR2/ARID4A/BCL2L11/BIRC6/CASP2/EPOR/FGFR2/FSHR/FZD5/GLI1/H3F3B/ING2/LHCGR/PRDM1/PTPRN/ROR2/SALL1/SENP2/SOX9/STK3/WNT7B/WT1/ZFPM2","Yes"
"BP","GO:0030516","regulation of axon extension",1.21345328835288e-05,"BMPR2/TNFRSF12A/LRP1/RTN4R/NDEL1/ABL1/CDK5/DISC1/DPYSL2/GSK3B/MACF1/MAP1B/PAK1/SRF/GOLGA4/PLXNA3/RTN4/TRPC5/TWF2","No"
"BP","GO:0021700","developmental maturation",1.27025175941134e-05,"ACVRL1/PTK2B/PLXNB1/WNT1/MYO5A/DLG4/SOX10/AP1M1/APP/BTK/CCL21/DISC1/ID2/MAP1B/MECP2/PFN1/PRKACA/S1PR1/SHANK1/SIX3/SOX8/SPTBN4/STXBP1/SYT4/AP1G1/CCL19/CCNB1/CDK5R2/EPHA8/FZD5/GHRHR/LYL1/NF1/NRXN1/PAX2/POU2F2/PTH1R/PTPRN/RERE/RND1/SEMA4D","Yes"
"BP","GO:0042692","muscle cell differentiation",1.27025175941134e-05,"FZD7/PDGFRA/CD9/SOX6/BIN1/MEF2C/MAPK11/WNT1/CDK9/CD81/CAPN2/WNT4/ANK2/EZH2/SMARCD3/ABL1/CHUK/DMD/EFNB2/FLT3LG/GATA4/HDAC4/HOMER1/KAT2A/MAPK12/MECP2/MSX1/NOTCH1/PAK1/PIN1/PROX1/SLC8A1/SRF/TARBP2/AVPR1A/CAV2/CCNB1/DYRK1B/FGFR2/FLNC/H3F3B/MED28/MYL2/MYOD1/MYOZ1/SIX1/SORT1/SOX9/TNFSF14/WT1/XK","Yes"
"BP","GO:0048017","inositol lipid-mediated signaling",1.2743120161627e-05,"PIK3CB/PIP5K1B/EZR/CD28/F2RL1/PDGFRA/PLXNB1/PIK3CG/ERBB3/NEDD4/JAK2/TYRO3/PIP4K2B/FYN/IGF1R/NTF3/NTRK1/PIP4K2A/PIP4K2C/PTK2/PTPN6/SRC/UBE3A/CSF1R/EPOR/FSHR/NF1/PTAFR/SEMA4D/SOX9","Yes"
"BP","GO:1900449","regulation of glutamate receptor signaling pathway",1.30079866093594e-05,"PTK2B/MEF2C/RGS9/DLG1/RASGRF1/DLG4/APP/DLG3/FYN/GRIA4/MAPK8IP2/MINK1/SHANK1/DAPK1/NLGN2/OPRM1","No"
"BP","GO:0017158","regulation of calcium ion-dependent exocytosis",1.32420534196178e-05,"SYT1/STX1A/PFN2/SYT7/DRD1/GIPC1/ARF1/CAMK2A/CDK5/CHRNA4/GIT1/GNAI2/GSK3B/PRKCB/PRKCG/RAP1A/STXBP1/SYT4/CACNA1D/CDK5R2/HTR1B","No"
"BP","GO:0001101","response to acid chemical",1.32824101564126e-05,"AQP1/COL1A2/FZD7/PDGFRA/CD9/EPHA3/PRKCE/PTGER2/PTK2B/PRKAA2/XRCC5/ITGA2/CAPN2/CEBPB/GNB1/CREB1/AKAP8/CCL21/CFL1/CHUK/COL3A1/FYN/NCOA1/NME1/NTRK1/SRC/SST/YES1/AVPR1A/CCL19/CCNB1/FFAR1/FFAR2/FGFR2/GLRA2/IPO5/KCNMB1/MGMT/PAX2/PIK3C3/PPP5C/PTAFR/SHMT1/SIX1/SOX9/TWF2/WNT5B/WNT7B","Yes"
"BP","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling",1.32824101564126e-05,"TSPAN6/F2RL1/PRKCE/CD4/PRKD1/TRAF2/TNIP2/TRAF5/BIRC2/TLR6/TRADD/ABL1/CCL21/CHUK/FADD/FLNA/FYN/IRAK1/MAP3K14/MYD88/PRKCB/S100A4/TRAF6/TRIM5/CCL19/ECT2/LPAR1/LTBR/PPP5C/TFG/UBE2N","Yes"
"BP","GO:0033673","negative regulation of kinase activity",1.33868949654528e-05,"CAV1/HHEX/DUSP4/SFN/GNAQ/PPP2R5A/PAK2/FOXA2/PRKAR2A/PPP2CA/NF2/NCK1/ABL1/CIB1/CSK/GPS1/HIPK3/IGF1R/MBIP/PDPK1/PLK1/PTPN6/PTPRC/TARBP2/TRIM27/YWHAG/CDK5RAP1/CDKN2C/INPP5K/IPO5/ITGB1BP1/LRP5/MVP/NF1/PTPRJ/RASIP1/SMPD1/SORL1/STK38","Yes"
"BP","GO:1905330","regulation of morphogenesis of an epithelium",1.37197803161572e-05,"FZD7/CLTC/WNT1/FZD1/PSMC6/WNT4/DVL2/CELSR3/PSMB4/ABL1/DVL3/MLLT3/PFN1/PSMD4/SMURF2/SOX8/CELSR1/FGFR2/FOXP1/FZD5/FZD6/MAGED1/PAX2/PSMA5/PSMB1/PSMB7/ROR2/SIX1/SIX2/SOX9/STAT1/VANGL1","Yes"
"BP","GO:0060070","canonical Wnt signaling pathway",1.38136527463313e-05,"FZD7/JUP/PTPRU/TCF7L2/CAV1/GNAQ/WNT1/FZD1/STK11/PSMC6/WNT4/DVL2/BTRC/PSMB4/SOX10/CSNK1A1/CTNND2/DISC1/DVL3/FZD9/GSK3B/HDAC1/MLLT3/PIN1/PSMD4/RBX1/SMAD3/SMURF2/SRC/FGFR2/FZD5/FZD6/FZD8/G3BP1/GLI1/LRP5/MITF/PSMA5/PSMB1/PSMB7/PTPRO/ROR2/SOX9/STK3/WNT5B/WNT7B","Yes"
"BP","GO:0006937","regulation of muscle contraction",1.42314743680385e-05,"CALM1/JUP/CAV1/BIN1/ATP1B1/PRKG1/PIK3CG/ADRA2C/DLG1/ITGA2/ANK2/AKAP9/DMD/FLNA/GATA4/HDAC4/PRKACA/SLC8A1/SRF/SUMO1/TNNT1/ADRA1B/ADRA2B/KCNQ1/MYL2/NOS1AP/PTAFR/SLC8A3/TACR2/TNNI1","Yes"
"BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation",1.47037873346311e-05,"EFNA1/PRKCZ/PRKCE/CD4/CAV1/KITLG/GATA1/PTK2B/ERBB3/PAK2/JAK2/CD81/PPP2CA/DVL2/NF2/DLG4/SHC1/ABL1/APP/CD3E/DLG3/FYN/GRM5/NTF3/PTPN6/PTPRC/SRC/UNC119/YES1/CD80/CNOT7/CSF1R/EPHA4/IL3/IL31RA/LRP8/MVP/PTPRJ/SEMA4D","Yes"
"MF","GO:0046875","ephrin receptor binding",1.51126540736959e-05,"CHN1/EFNA1/PIK3CG/NCK1/SHC1/ABL1/CDK5/EFNB2/FYN/SRC/EPHA4","No"
"MF","GO:0004896","cytokine receptor activity",1.51126540736959e-05,"IL2RB/CXCR4/CD4/PRLR/OSMR/CCR1/CCR4/CNTFR/CXCR3/CXCR5/EPOR/GFRA1/IL17RB/IL18R1/IL18RAP/IL21R/IL31RA/IL7R/IL9R/MPL","Yes"
"BP","GO:0060249","anatomical structure homeostasis",1.6358295426441e-05,"CTSK/CCNE1/GATA1/CUBN/PTK2B/CCNE2/XRCC5/HSP90AA1/STK11/TNFRSF11A/TYRO3/PFKM/HIST3H3/POLD1/HAAO/CDK5/COL2A1/CSK/DCTN1/DMD/FLT3LG/HOMER1/MAP2K7/MYC/NANOS1/NEK2/POLA2/PRKCQ/PTGES3/RPA2/S1PR1/SMG1/SRC/SRF/TRAF6/XRCC6/XRN1/ANKRD11/CACNA1D/CSF1R/DKC1/EXOSC10/GNL3/HNRNPA1/HTR1B/NCDN/NF1/PPP1R10/PRDX1/PRIM1/PTH1R/RFC3/RHO/SMC5/SOX9/TUB","Yes"
"BP","GO:0010518","positive regulation of phospholipase activity",1.64270293136476e-05,"PRKCZ/PDGFRA/GNAQ/PLCB2/GNA15/HRAS/NTF3/PDPK1/ADCYAP1R1/AVPR1A/FGFR2/LPAR1/LPAR2/P2RY12/PLAA/PTAFR","Yes"
"BP","GO:0051052","regulation of DNA metabolic process",1.65311837649058e-05,"CD28/IL27RA/BMPR2/SPI1/ACVRL1/PTK2B/BRCA1/XRCC5/TFDP1/HSP90AA1/CDK9/HMGB1/PPP2CA/ATF7IP/ACTR2/MMS19/EXOSC6/HRAS/KPNA2/MAP2K7/MECP2/MYC/NEK2/PRKCG/PRKCQ/PRKD2/PTGES3/PTPRC/RPA2/SMG1/SRC/UBQLN4/XRN1/APOBEC1/DEK/DFFA/DKC1/DTX3L/EXOSC10/GLI1/GNL3/GZMA/HNRNPA1/IL7R/MGMT/MSH6/PPP1R10/PRMT5/RFC3/S100A11/SENP2/STAT6/UBE2N/UBE2V2/WT1","Yes"
"BP","GO:0099003","vesicle-mediated transport in synapse",1.67538054130377e-05,"SYT1/STX1A/PFN2/SYT7/DRD1/BLOC1S2/SH3GL1/GIPC1/ARF1/AP3B1/CAMK2A/CDK5/CHRNA4/EFNB2/GIT1/GSK3B/NAPA/PRKCB/PRKCG/RAB8A/RAP1A/ROCK1/SH3GL2/SNAP25/STX3/STXBP1/SYT4/CACNA1D/DRD3/HTR1B/RIMS2","No"
"BP","GO:0016079","synaptic vesicle exocytosis",1.67679690131785e-05,"SYT1/STX1A/PFN2/SYT7/DRD1/GIPC1/CAMK2A/CDK5/CHRNA4/GIT1/GSK3B/NAPA/PRKCB/PRKCG/RAP1A/SNAP25/STX3/STXBP1/SYT4/CACNA1D/HTR1B/RIMS2","No"
"BP","GO:0006936","muscle contraction",1.68872716058277e-05,"CALM1/JUP/CXCR4/CAV1/BIN1/ATP1B1/PRKG1/PIK3CG/ADRA2C/SORBS3/DLG1/ITGA2/PXN/CALD1/DRD1/ANK2/TPM3/CHUK/DMD/FLNA/GATA4/GNAO1/HDAC4/HOMER1/HTR1D/MAP2K6/PRKACA/ROCK1/SLC8A1/SMAD5/SRF/SUMO1/TLN1/TNNT1/VCL/ADRA1B/ADRA2B/CACNA1D/CHRND/EDN3/HSBP1/KCNQ1/MYL2/NOS1AP/PTAFR/SLC8A3/TACR2/TNNI1/TRIM63","Yes"
"BP","GO:0007623","circadian rhythm",1.75432764219132e-05,"NCOA2/CLOCK/PRKAA2/GNAQ/MTA1/TNFRSF11A/HNF4A/CREB1/BTRC/EZH2/GSK3B/HDAC1/ID2/NCOR1/NTRK1/PRKCG/PROX1/SIX3/UBE3A/CRX/CRY2/DDB1/DRD3/GHRHR/HCRTR2/HNRNPR/KCNA2/MAGED1/MC3R/NONO/OPRL1/PRMT5/RAI1/USP2","Yes"
"CC","GO:0030863","cortical cytoskeleton",1.76286862617424e-05,"EZR/EPB41L2/LLGL1/CALD1/SPTAN1/CAPN2/NF2/ACTR2/DLG4/CFL1/EPB41/FLNA/NUMA1/RDX/SPTBN4/MED28/SPTA1/SPTBN2/TRPC4","No"
"BP","GO:0009314","response to radiation",1.78898743470517e-05,"OPRK1/AQP1/MME/CALM1/CLOCK/BRCA1/GNAQ/MTA1/XRCC5/STK11/NEDD4/TNFRSF11A/DRD1/GNB1/CREB1/POLD1/TANK/CREBBP/APP/ARRB1/CDK5/COL3A1/ERCC3/HRAS/ID2/MAP2K7/MDM2/MECP2/MYC/NTRK1/PTPRC/RCVRN/TOPBP1/TRPC3/UNC119/XRCC4/XRCC6/APOBEC1/CCR4/CRY2/DDB1/DEAF1/DRD3/ECT2/FNTA/GRK1/MC1R/MGMT/MSH6/NF1/NR2E3/OPRM1/POLB/RDH11/RGR/RHO/USP2/XPC","Yes"
"BP","GO:0001655","urogenital system development",1.78914504132086e-05,"MME/PODXL/PDGFRA/CRKL/MEF2C/WNT1/DLG1/PBX1/HOXA11/STK11/WNT4/SMAD1/EFNB2/FADD/ID2/ITGA3/MYC/NID1/PKD1/PROX1/SMAD3/SMAD5/SMAD6/SMARCC1/SOX8/UBE3A/BCL2L11/COL4A3/COL4A4/EPHA4/FGFR2/GLI1/ITGB4/MAGED1/NF1/PAX2/PTPRO/SALL1/SIX1/SIX2/SOX9/STAT1/TFAP2B/TP73/TRAF3IP1/WNT7B/WT1","Yes"
"BP","GO:0001954","positive regulation of cell-matrix adhesion",1.8115187012347e-05,"PRKCZ/JUP/PTK2B/LIMS1/WNT4/ABL1/CCL21/CD3E/CIB1/DISC1/GSK3B/ROCK1/SMAD3/ITGB1BP1/PTPRJ","Yes"
"BP","GO:0000086","G2/M transition of mitotic cell cycle",1.8115187012347e-05,"TUBA4A/TUBA1A/PLCB1/BRCA1/DYNLL1/HSP90AA1/PBX1/PSMC6/CKAP5/BTRC/PCM1/SMARCD3/PSMB4/DCTN2/AKAP9/APP/CDC25C/CDK5RAP2/DCTN1/MECP2/NEK2/PLK1/PRKACA/PSMD4/RBX1/SKP1/TUBB/TUBG1/YWHAG/CCNB1/CCNB2/CHMP4C/DYNC1I2/PHLDA1/PSMA5/PSMB1/PSMB7/SFI1","No"
"BP","GO:0051402","neuron apoptotic process",1.8115187012347e-05,"PTK2B/MEF2C/ERBB3/RASA1/JAK2/TYRO3/CEBPB/LRP1/APP/ARRB1/ATN1/BID/CDK5/FADD/FYN/FZD9/GRID2/HDAC4/HRAS/MECP2/NTRK1/PDPK1/PIN1/PRKCG/ROCK1/STXBP1/BCL2L11/CASP2/CNTFR/GRM4/NF1/NONO/POLB/SIX1/TFAP2B/THRB/TNFRSF21/UBE2V2","Yes"
"CC","GO:0031253","cell projection membrane",1.8401092518595e-05,"AQP1/EZR/AIF1/PODXL/CUBN/VASP/DLG1/PLXND1/DRD1/NF2/GNB1/SHANK2/CFL1/CIB1/DMD/EPS8/FZD9/INSR/ITGA3/MACF1/NME1/OPRD1/PAK1/PKD1/SRC/TLN1/ANK1/DRD5/EPHA2/GABRG2/GRK1/HHIP/INPP5K/KCNA2/MCHR1/MPP2/OPRM1/P2RY12/PPP1R9B/PTH1R/PTPRH/PTPRJ/RHO/ROM1/SNAP29","No"
"CC","GO:0099240","intrinsic component of synaptic membrane",1.8401092518595e-05,"OPRK1/SLC1A6/STX1A/ADRA2C/SYT7/DRD1/PSEN2/CHRNA4/EFNB2/GRID2/OPRD1/SLC8A1/CACNA1D/CHRND/DRD3/EPHA4/FXYD6/GRM3/HTR1B/HTR3A/KCNA2/NLGN2/NRXN1/OPRM1/PCDH8/PTPRA/PTPRO/SLC6A3/SLC8A3","No"
"BP","GO:0050900","leukocyte migration",1.8737810337284e-05,"PIK3CB/COL1A2/AIF1/F2RL1/CXCR4/CD9/IL27RA/CAV1/TNFRSF10D/KITLG/VAV3/PTK2B/VAV1/PLCB1/CRKL/ATP1B1/PIK3CG/ITGA2/C5/HMGB1/CD81/TNFRSF11A/MERTK/ITGA9/LBP/SHC1/APP/BCR/CCL21/CCR1/CD2/CREB3/EPS8/FADD/FYN/ITGA3/LCK/PRTN3/PTPN6/ROCK1/S1PR1/SIRPA/SOS1/SRC/YES1/CCL19/CXCR3/CXCR5/EDN3/FFAR2/GBF1/GPC1/ITGB7/JAM2/JAM3/P2RY12/PTAFR/PTPRO/ROR2/SMPD3/TNFSF14","Yes"
"BP","GO:0007179","transforming growth factor beta receptor signaling pathway",1.89820817724647e-05,"COL1A2/PRKCZ/FURIN/CAV1/UBB/ACVRL1/WNT1/CGN/STK11/PXN/SMAD1/CREB1/CREBBP/SDCBP/GIPC1/APPL1/COL3A1/ITGA3/PDPK1/PIN1/PTK2/SMAD3/SMAD5/SMAD6/SMURF2/SRC/CAV2/FNTA/ING2/LTBP4/ONECUT1/SMAD9","Yes"
"BP","GO:0033628","regulation of cell adhesion mediated by integrin",1.91682441706294e-05,"EFNA1/PODXL/CRKL/PIK3CG/PLAU/CCL21/CD3E/CIB1/PTK2/PTPN6/EPHA2/EPHA8/ITGB1BP1/P2RY12","No"
"BP","GO:1902105","regulation of leukocyte differentiation",1.93921194467734e-05,"CD28/PRKCZ/CD4/KITLG/IRF7/HMGB1/CEBPB/CREB1/ABL1/AP3B1/BTK/CCR1/CD2/FADD/FLT3LG/ID2/JAK3/KAT2A/MYC/NME1/PTPN6/PTPRC/RUNX1/SOS1/TRAF6/ACIN1/CCL19/CD27/CD80/DTX1/FOXP1/IKZF3/IL7R/LILRB1/LILRB2/MITF/NF1/NFKBIZ/PRDM1/ROR2/TFE3","Yes"
"CC","GO:0098685","Schaffer collateral - CA1 synapse",2.0060923376163e-05,"PRKCZ/GRASP/PFN2/SH3GL1/GIPC1/BCR/CAMK2A/CDK5/EFNB2/FYN/GRM5/SH3GL2/SHANK1/STX3/EPHA4/GABBR1/INA/NRXN1/PTPRA","No"
"MF","GO:0003713","transcription coactivator activity",2.00666100735566e-05,"TRIM24/NCOA2/JUP/CCNE1/GMEB2/BRCA1/MTA1/RFXAP/TFDP1/ACTN1/HMGB1/BIRC2/NFKBIB/ARNT/CREBBP/SMARCA4/SMARCD3/NFYC/E4F1/SOX10/MMS19/ABL1/AIP/GATA4/GTF2F1/KAT2A/MED17/NCOA1/NR5A1/PRKCB/RBPMS/RXRB/SIX3/SMARCC1/UBE3A/DTX1/DYRK1B/GMEB1/IL31RA/MAGED1/MYOD1/RERE/TBPL1/TFAP2B/ZFPM2","No"
"BP","GO:0070527","platelet aggregation",2.02921691734557e-05,"PIK3CB/PDGFRA/CD9/GATA1/PRKG1/PIK3CG/TYRO3/FLNA/PRKCQ/PTPN6/STXBP1/TLN1/VCL/CLIC1/MPL/P2RY12","Yes"
"BP","GO:0002705","positive regulation of leukocyte mediated immunity",2.02921691734557e-05,"STX7/CD28/PRKCZ/F2RL1/VAV1/TRAF2/CD81/BTK/EXOSC6/FADD/PTPRC/SNX4/STXBP1/TRAF6/AP1G1/CADM1/CD226/FZD5/IL18R1/IL18RAP/NCR3/PTAFR/PVR/STAT6","Yes"
"BP","GO:0090316","positive regulation of intracellular protein transport",2.03361857880491e-05,"JUP/TCF7L2/CSNK2A2/SFN/CD81/KIF20B/PCM1/CDK5/CIB1/FLNA/FYN/GSK3B/HRAS/MDM2/PAK1/PRKACA/SMAD3/UBE2D3/DMAP1/ECT2/FZD5/IPO5/ITGB1BP1/PDCD10/PDCD5/SORL1/SREBF2/STOM","Yes"
